delivery_ts,store_id,item_id,delivery_units,vendor_name
2026-05-24T05:30:00,1001,SKU013,14,Regional DC
2026-05-24T05:30:00,1001,SKU015,14,Regional DC
2026-05-24T05:30:00,1002,SKU001,90,Local Vendor
2026-05-24T05:30:00,1002,SKU002,41,Regional DC
2026-05-24T05:30:00,1002,SKU003,30,FreshSource
2026-05-24T05:30:00,1002,SKU004,23,Local Vendor
2026-05-24T05:30:00,1002,SKU005,21,Local Vendor
2026-05-24T05:30:00,1002,SKU006,19,FreshSource
2026-05-24T05:30:00,1002,SKU007,22,Regional DC
2026-05-24T05:30:00,1002,SKU008,20,Local Vendor
2026-05-24T05:30:00,1002,SKU009,21,Local Vendor
2026-05-24T05:30:00,1002,SKU010,16,Regional DC
2026-05-24T05:30:00,1002,SKU014,14,Regional DC
2026-05-24T05:30:00,1002,SKU015,11,FreshSource
2026-05-24T05:30:00,1003,SKU001,94,Regional DC
2026-05-24T05:30:00,1003,SKU002,34,Regional DC
2026-05-24T05:30:00,1003,SKU003,30,Regional DC
2026-05-24T05:30:00,1003,SKU004,29,Local Vendor
2026-05-24T05:30:00,1003,SKU005,25,Local Vendor
2026-05-24T05:30:00,1003,SKU006,17,Local Vendor
2026-05-24T05:30:00,1003,SKU007,28,Local Vendor
2026-05-24T05:30:00,1003,SKU008,22,Regional DC
2026-05-24T05:30:00,1003,SKU010,20,Regional DC
2026-05-25T05:30:00,1001,SKU001,88,Local Vendor
2026-05-25T05:30:00,1001,SKU002,37,FreshSource
2026-05-25T05:30:00,1001,SKU003,36,Regional DC
2026-05-25T05:30:00,1001,SKU004,25,Regional DC
2026-05-25T05:30:00,1001,SKU005,27,Regional DC
2026-05-25T05:30:00,1001,SKU006,17,FreshSource
2026-05-25T05:30:00,1001,SKU007,26,Regional DC
2026-05-25T05:30:00,1001,SKU008,20,Regional DC
2026-05-25T05:30:00,1001,SKU010,20,FreshSource
2026-05-25T05:30:00,1001,SKU011,13,FreshSource
2026-05-25T05:30:00,1001,SKU013,17,Regional DC
2026-05-25T05:30:00,1001,SKU014,18,Regional DC
2026-05-25T05:30:00,1001,SKU015,9,FreshSource
2026-05-25T05:30:00,1002,SKU001,85,Regional DC
2026-05-25T05:30:00,1002,SKU002,39,FreshSource
2026-05-25T05:30:00,1002,SKU003,37,FreshSource
2026-05-25T05:30:00,1002,SKU004,22,Local Vendor
2026-05-25T05:30:00,1002,SKU005,29,FreshSource
2026-05-25T05:30:00,1002,SKU006,17,Local Vendor
2026-05-25T05:30:00,1002,SKU007,19,Local Vendor
2026-05-25T05:30:00,1002,SKU008,17,Local Vendor
2026-05-25T05:30:00,1002,SKU009,20,Regional DC
2026-05-25T05:30:00,1002,SKU010,22,Regional DC
2026-05-25T05:30:00,1002,SKU012,16,Local Vendor
2026-05-25T05:30:00,1002,SKU013,13,Local Vendor
2026-05-25T05:30:00,1003,SKU001,94,Local Vendor
2026-05-25T05:30:00,1003,SKU002,38,Regional DC
2026-05-25T05:30:00,1003,SKU003,30,Regional DC
2026-05-25T05:30:00,1003,SKU004,24,FreshSource
2026-05-25T05:30:00,1003,SKU005,30,FreshSource
2026-05-25T05:30:00,1003,SKU006,23,Regional DC
2026-05-25T05:30:00,1003,SKU007,19,Local Vendor
2026-05-25T05:30:00,1003,SKU008,23,Local Vendor
2026-05-25T05:30:00,1003,SKU010,16,Regional DC
2026-05-25T05:30:00,1003,SKU011,20,Local Vendor
2026-05-25T05:30:00,1003,SKU012,12,Local Vendor
2026-05-25T05:30:00,1003,SKU013,14,Local Vendor
2026-05-26T05:30:00,1001,SKU001,90,FreshSource
2026-05-26T05:30:00,1001,SKU002,33,Local Vendor
2026-05-26T05:30:00,1001,SKU003,36,Local Vendor
2026-05-26T05:30:00,1001,SKU004,31,Local Vendor
2026-05-26T05:30:00,1001,SKU005,26,Regional DC
2026-05-26T05:30:00,1001,SKU006,18,FreshSource
2026-05-26T05:30:00,1001,SKU007,27,FreshSource
2026-05-26T05:30:00,1001,SKU008,23,Regional DC
2026-05-26T05:30:00,1001,SKU009,21,Regional DC
2026-05-26T05:30:00,1001,SKU010,22,Regional DC
2026-05-26T05:30:00,1001,SKU011,15,Regional DC
2026-05-26T05:30:00,1001,SKU012,13,Local Vendor
2026-05-26T05:30:00,1001,SKU015,15,FreshSource
2026-05-26T05:30:00,1002,SKU001,88,Local Vendor
2026-05-26T05:30:00,1002,SKU002,39,Local Vendor
2026-05-26T05:30:00,1002,SKU003,36,Regional DC
2026-05-26T05:30:00,1002,SKU004,28,Local Vendor
2026-05-26T05:30:00,1002,SKU005,30,Regional DC
2026-05-26T05:30:00,1002,SKU006,25,FreshSource
2026-05-26T05:30:00,1002,SKU007,28,FreshSource
2026-05-26T05:30:00,1002,SKU008,18,Local Vendor
2026-05-26T05:30:00,1002,SKU009,20,Regional DC
2026-05-26T05:30:00,1002,SKU010,25,Local Vendor
2026-05-26T05:30:00,1002,SKU011,19,Local Vendor
2026-05-26T05:30:00,1002,SKU013,12,Local Vendor
2026-05-26T05:30:00,1002,SKU014,12,FreshSource
2026-05-26T05:30:00,1003,SKU001,93,Local Vendor
2026-05-26T05:30:00,1003,SKU002,34,Regional DC
2026-05-26T05:30:00,1003,SKU003,33,Regional DC
2026-05-26T05:30:00,1003,SKU004,22,Regional DC
2026-05-26T05:30:00,1003,SKU005,24,Regional DC
2026-05-26T05:30:00,1003,SKU006,27,FreshSource
2026-05-26T05:30:00,1003,SKU007,28,Local Vendor
2026-05-26T05:30:00,1003,SKU008,19,FreshSource
2026-05-26T05:30:00,1003,SKU010,17,Regional DC
2026-05-26T05:30:00,1003,SKU011,12,FreshSource
2026-05-26T05:30:00,1003,SKU013,16,FreshSource
2026-05-26T05:30:00,1003,SKU014,13,Regional DC
2026-05-27T05:30:00,1001,SKU001,87,Local Vendor
2026-05-27T05:30:00,1001,SKU002,41,FreshSource
2026-05-27T05:30:00,1001,SKU003,31,Regional DC
2026-05-27T05:30:00,1001,SKU004,30,Regional DC
2026-05-27T05:30:00,1001,SKU005,22,Regional DC
2026-05-27T05:30:00,1001,SKU006,24,Regional DC
2026-05-27T05:30:00,1001,SKU007,23,FreshSource
2026-05-27T05:30:00,1001,SKU008,13,FreshSource
2026-05-27T05:30:00,1001,SKU009,18,Regional DC
2026-05-27T05:30:00,1001,SKU010,17,FreshSource
2026-05-27T05:30:00,1001,SKU015,13,Regional DC
2026-05-27T05:30:00,1002,SKU001,94,FreshSource
2026-05-27T05:30:00,1002,SKU002,37,FreshSource
2026-05-27T05:30:00,1002,SKU003,35,Local Vendor
2026-05-27T05:30:00,1002,SKU004,32,Local Vendor
2026-05-27T05:30:00,1002,SKU005,26,Regional DC
2026-05-27T05:30:00,1002,SKU006,21,Regional DC
2026-05-27T05:30:00,1002,SKU007,26,Regional DC
2026-05-27T05:30:00,1002,SKU008,14,FreshSource
2026-05-27T05:30:00,1002,SKU009,17,Regional DC
2026-05-27T05:30:00,1002,SKU010,17,Local Vendor
2026-05-27T05:30:00,1002,SKU012,17,Local Vendor
2026-05-27T05:30:00,1002,SKU013,14,Regional DC
2026-05-27T05:30:00,1002,SKU015,6,Regional DC
2026-05-27T05:30:00,1003,SKU001,87,Local Vendor
2026-05-27T05:30:00,1003,SKU002,40,Local Vendor
2026-05-27T05:30:00,1003,SKU003,32,Local Vendor
2026-05-27T05:30:00,1003,SKU004,24,Local Vendor
2026-05-27T05:30:00,1003,SKU005,21,Regional DC
2026-05-27T05:30:00,1003,SKU006,25,Local Vendor
2026-05-27T05:30:00,1003,SKU007,24,Regional DC
2026-05-27T05:30:00,1003,SKU008,22,Local Vendor
2026-05-27T05:30:00,1003,SKU009,23,Local Vendor
2026-05-27T05:30:00,1003,SKU010,20,Local Vendor
2026-05-27T05:30:00,1003,SKU013,12,Local Vendor
2026-05-27T05:30:00,1003,SKU015,13,FreshSource
2026-05-28T05:30:00,1001,SKU001,90,Regional DC
2026-05-28T05:30:00,1001,SKU002,37,Local Vendor
2026-05-28T05:30:00,1001,SKU003,29,FreshSource
2026-05-28T05:30:00,1001,SKU004,30,FreshSource
2026-05-28T05:30:00,1001,SKU005,21,Local Vendor
2026-05-28T05:30:00,1001,SKU006,20,Regional DC
2026-05-28T05:30:00,1001,SKU007,27,Local Vendor
2026-05-28T05:30:00,1001,SKU008,14,Local Vendor
2026-05-28T05:30:00,1001,SKU010,16,Local Vendor
2026-05-28T05:30:00,1001,SKU011,14,Local Vendor
2026-05-28T05:30:00,1001,SKU012,16,Regional DC
2026-05-28T05:30:00,1001,SKU013,12,Local Vendor
2026-05-28T05:30:00,1002,SKU001,88,FreshSource
2026-05-28T05:30:00,1002,SKU002,33,Local Vendor
2026-05-28T05:30:00,1002,SKU003,36,Regional DC
2026-05-28T05:30:00,1002,SKU004,31,Regional DC
2026-05-28T05:30:00,1002,SKU005,23,FreshSource
2026-05-28T05:30:00,1002,SKU006,26,Local Vendor
2026-05-28T05:30:00,1002,SKU007,20,FreshSource
2026-05-28T05:30:00,1002,SKU008,14,Local Vendor
2026-05-28T05:30:00,1002,SKU009,21,FreshSource
2026-05-28T05:30:00,1002,SKU010,20,FreshSource
2026-05-28T05:30:00,1002,SKU012,18,FreshSource
2026-05-28T05:30:00,1002,SKU013,11,Regional DC
2026-05-28T05:30:00,1002,SKU015,8,FreshSource
2026-05-28T05:30:00,1003,SKU001,85,Regional DC
2026-05-28T05:30:00,1003,SKU002,35,FreshSource
2026-05-28T05:30:00,1003,SKU003,30,FreshSource
2026-05-28T05:30:00,1003,SKU004,26,Regional DC
2026-05-28T05:30:00,1003,SKU005,20,Regional DC
2026-05-28T05:30:00,1003,SKU006,24,Local Vendor
2026-05-28T05:30:00,1003,SKU007,20,Local Vendor
2026-05-28T05:30:00,1003,SKU008,14,FreshSource
2026-05-28T05:30:00,1003,SKU010,22,Regional DC
2026-05-28T05:30:00,1003,SKU012,17,Regional DC
2026-05-28T05:30:00,1003,SKU013,16,FreshSource
2026-05-28T05:30:00,1003,SKU015,9,FreshSource
2026-05-29T05:30:00,1001,SKU001,92,Local Vendor
2026-05-29T05:30:00,1001,SKU002,34,Local Vendor
2026-05-29T05:30:00,1001,SKU003,36,FreshSource
2026-05-29T05:30:00,1001,SKU004,24,Regional DC
2026-05-29T05:30:00,1001,SKU005,29,Local Vendor
2026-05-29T05:30:00,1001,SKU006,21,Regional DC
2026-05-29T05:30:00,1001,SKU007,21,FreshSource
2026-05-29T05:30:00,1001,SKU008,19,Regional DC
2026-05-29T05:30:00,1001,SKU010,25,Local Vendor
2026-05-29T05:30:00,1001,SKU012,13,Local Vendor
2026-05-29T05:30:00,1001,SKU015,14,FreshSource
2026-05-29T05:30:00,1002,SKU001,84,FreshSource
2026-05-29T05:30:00,1002,SKU002,40,Local Vendor
2026-05-29T05:30:00,1002,SKU003,29,FreshSource
2026-05-29T05:30:00,1002,SKU004,32,Regional DC
2026-05-29T05:30:00,1002,SKU005,22,Local Vendor
2026-05-29T05:30:00,1002,SKU006,18,Regional DC
2026-05-29T05:30:00,1002,SKU007,27,FreshSource
2026-05-29T05:30:00,1002,SKU008,19,Local Vendor
2026-05-29T05:30:00,1002,SKU010,18,Local Vendor
2026-05-29T05:30:00,1002,SKU011,18,Regional DC
2026-05-29T05:30:00,1002,SKU013,20,Regional DC
2026-05-29T05:30:00,1003,SKU001,90,FreshSource
2026-05-29T05:30:00,1003,SKU002,32,Local Vendor
2026-05-29T05:30:00,1003,SKU003,30,Local Vendor
2026-05-29T05:30:00,1003,SKU004,26,Regional DC
2026-05-29T05:30:00,1003,SKU005,29,Local Vendor
2026-05-29T05:30:00,1003,SKU006,18,Local Vendor
2026-05-29T05:30:00,1003,SKU007,19,FreshSource
2026-05-29T05:30:00,1003,SKU008,18,Local Vendor
2026-05-29T05:30:00,1003,SKU009,24,Local Vendor
2026-05-29T05:30:00,1003,SKU010,26,Local Vendor
2026-05-29T05:30:00,1003,SKU011,13,FreshSource
2026-05-29T05:30:00,1003,SKU013,13,FreshSource
2026-05-29T05:30:00,1003,SKU014,9,Local Vendor
2026-05-30T05:30:00,1001,SKU001,88,Local Vendor
2026-05-30T05:30:00,1001,SKU002,37,Local Vendor
2026-05-30T05:30:00,1001,SKU003,34,Local Vendor
2026-05-30T05:30:00,1001,SKU004,24,Regional DC
2026-05-30T05:30:00,1001,SKU005,23,Local Vendor
2026-05-30T05:30:00,1001,SKU006,24,FreshSource
2026-05-30T05:30:00,1001,SKU007,21,Local Vendor
2026-05-30T05:30:00,1001,SKU008,18,FreshSource
2026-05-30T05:30:00,1001,SKU009,16,Local Vendor
2026-05-30T05:30:00,1001,SKU010,16,Regional DC
2026-05-30T05:30:00,1001,SKU012,22,FreshSource
2026-05-30T05:30:00,1001,SKU014,19,Local Vendor
2026-05-30T05:30:00,1001,SKU015,11,FreshSource
2026-05-30T05:30:00,1002,SKU001,88,Local Vendor
2026-05-30T05:30:00,1002,SKU002,32,FreshSource
2026-05-30T05:30:00,1002,SKU003,29,Regional DC
2026-05-30T05:30:00,1002,SKU004,22,Regional DC
2026-05-30T05:30:00,1002,SKU005,25,Regional DC
2026-05-30T05:30:00,1002,SKU006,24,Regional DC
2026-05-30T05:30:00,1002,SKU007,26,Regional DC
2026-05-30T05:30:00,1002,SKU008,22,Regional DC
2026-05-30T05:30:00,1002,SKU009,23,FreshSource
2026-05-30T05:30:00,1002,SKU010,20,FreshSource
2026-05-30T05:30:00,1002,SKU014,15,Local Vendor
2026-05-30T05:30:00,1002,SKU015,6,FreshSource
2026-05-30T05:30:00,1003,SKU001,90,Regional DC
2026-05-30T05:30:00,1003,SKU002,42,Regional DC
2026-05-30T05:30:00,1003,SKU003,33,FreshSource
2026-05-30T05:30:00,1003,SKU004,25,Local Vendor
2026-05-30T05:30:00,1003,SKU005,28,Regional DC
2026-05-30T05:30:00,1003,SKU006,25,Local Vendor
2026-05-30T05:30:00,1003,SKU007,27,Regional DC
2026-05-30T05:30:00,1003,SKU008,19,Regional DC
2026-05-30T05:30:00,1003,SKU009,23,Local Vendor
2026-05-30T05:30:00,1003,SKU010,19,FreshSource
2026-05-30T05:30:00,1003,SKU011,21,FreshSource
2026-05-30T05:30:00,1003,SKU012,14,FreshSource
2026-05-30T05:30:00,1003,SKU014,10,FreshSource
2026-05-31T05:30:00,1001,SKU001,87,Local Vendor
2026-05-31T05:30:00,1001,SKU002,38,FreshSource
2026-05-31T05:30:00,1001,SKU003,31,Regional DC
2026-05-31T05:30:00,1001,SKU004,31,Regional DC
2026-05-31T05:30:00,1001,SKU005,30,Regional DC
2026-05-31T05:30:00,1001,SKU006,18,Local Vendor
2026-05-31T05:30:00,1001,SKU007,28,FreshSource
2026-05-31T05:30:00,1001,SKU008,16,Local Vendor
2026-05-31T05:30:00,1001,SKU009,19,FreshSource
2026-05-31T05:30:00,1001,SKU010,20,Local Vendor
2026-05-31T05:30:00,1001,SKU013,13,Local Vendor
2026-05-31T05:30:00,1001,SKU014,18,Regional DC
2026-05-31T05:30:00,1001,SKU015,14,Local Vendor
2026-05-31T05:30:00,1002,SKU001,85,Regional DC
2026-05-31T05:30:00,1002,SKU002,39,Local Vendor
2026-05-31T05:30:00,1002,SKU003,27,Regional DC
2026-05-31T05:30:00,1002,SKU004,25,Regional DC
2026-05-31T05:30:00,1002,SKU005,27,FreshSource
2026-05-31T05:30:00,1002,SKU006,25,FreshSource
2026-05-31T05:30:00,1002,SKU007,28,Regional DC
2026-05-31T05:30:00,1002,SKU008,14,Local Vendor
2026-05-31T05:30:00,1002,SKU009,17,Local Vendor
2026-05-31T05:30:00,1002,SKU010,16,Local Vendor
2026-05-31T05:30:00,1002,SKU011,14,FreshSource
2026-05-31T05:30:00,1002,SKU013,10,Local Vendor
2026-05-31T05:30:00,1002,SKU014,17,Local Vendor
2026-05-31T05:30:00,1002,SKU015,15,Local Vendor
2026-05-31T05:30:00,1003,SKU001,90,Regional DC
2026-05-31T05:30:00,1003,SKU002,38,Local Vendor
2026-05-31T05:30:00,1003,SKU003,37,FreshSource
2026-05-31T05:30:00,1003,SKU004,31,FreshSource
2026-05-31T05:30:00,1003,SKU005,25,Local Vendor
2026-05-31T05:30:00,1003,SKU006,27,Local Vendor
2026-05-31T05:30:00,1003,SKU007,29,FreshSource
2026-05-31T05:30:00,1003,SKU008,15,Local Vendor
2026-05-31T05:30:00,1003,SKU010,24,FreshSource
2026-05-31T05:30:00,1003,SKU012,15,FreshSource
2026-05-31T05:30:00,1003,SKU013,13,FreshSource
2026-05-31T05:30:00,1003,SKU014,17,Local Vendor
2026-05-31T05:30:00,1003,SKU015,13,Local Vendor
2026-06-01T05:30:00,1001,SKU001,88,Local Vendor
2026-06-01T05:30:00,1001,SKU002,38,Regional DC
2026-06-01T05:30:00,1001,SKU003,33,Local Vendor
2026-06-01T05:30:00,1001,SKU004,29,Local Vendor
2026-06-01T05:30:00,1001,SKU005,20,Local Vendor
2026-06-01T05:30:00,1001,SKU006,23,Regional DC
2026-06-01T05:30:00,1001,SKU007,24,Local Vendor
2026-06-01T05:30:00,1001,SKU008,16,Regional DC
2026-06-01T05:30:00,1001,SKU010,20,Local Vendor
2026-06-01T05:30:00,1001,SKU011,20,Regional DC
2026-06-01T05:30:00,1001,SKU012,13,FreshSource
2026-06-01T05:30:00,1001,SKU013,13,FreshSource
2026-06-01T05:30:00,1001,SKU015,10,Local Vendor
2026-06-01T05:30:00,1002,SKU001,89,Local Vendor
2026-06-01T05:30:00,1002,SKU002,42,FreshSource
2026-06-01T05:30:00,1002,SKU003,35,Local Vendor
2026-06-01T05:30:00,1002,SKU004,31,Regional DC
2026-06-01T05:30:00,1002,SKU005,24,Local Vendor
2026-06-01T05:30:00,1002,SKU006,24,Regional DC
2026-06-01T05:30:00,1002,SKU007,20,Local Vendor
2026-06-01T05:30:00,1002,SKU008,14,Local Vendor
2026-06-01T05:30:00,1002,SKU010,24,Regional DC
2026-06-01T05:30:00,1002,SKU013,17,Regional DC
2026-06-01T05:30:00,1003,SKU001,94,FreshSource
2026-06-01T05:30:00,1003,SKU002,41,Local Vendor
2026-06-01T05:30:00,1003,SKU003,34,Regional DC
2026-06-01T05:30:00,1003,SKU004,26,Regional DC
2026-06-01T05:30:00,1003,SKU005,23,Regional DC
2026-06-01T05:30:00,1003,SKU006,26,Regional DC
2026-06-01T05:30:00,1003,SKU007,24,Regional DC
2026-06-01T05:30:00,1003,SKU008,14,Regional DC
2026-06-01T05:30:00,1003,SKU010,22,Regional DC
2026-06-01T05:30:00,1003,SKU013,19,Regional DC
2026-06-01T05:30:00,1003,SKU014,9,FreshSource
2026-06-02T05:30:00,1001,SKU001,87,Regional DC
2026-06-02T05:30:00,1001,SKU002,40,FreshSource
2026-06-02T05:30:00,1001,SKU003,27,FreshSource
2026-06-02T05:30:00,1001,SKU004,28,FreshSource
2026-06-02T05:30:00,1001,SKU005,20,FreshSource
2026-06-02T05:30:00,1001,SKU006,22,Local Vendor
2026-06-02T05:30:00,1001,SKU007,26,Local Vendor
2026-06-02T05:30:00,1001,SKU008,23,FreshSource
2026-06-02T05:30:00,1001,SKU009,18,FreshSource
2026-06-02T05:30:00,1001,SKU010,18,Local Vendor
2026-06-02T05:30:00,1001,SKU011,19,Local Vendor
2026-06-02T05:30:00,1001,SKU012,22,Local Vendor
2026-06-02T05:30:00,1001,SKU013,16,Regional DC
2026-06-02T05:30:00,1002,SKU001,92,Regional DC
2026-06-02T05:30:00,1002,SKU002,38,Local Vendor
2026-06-02T05:30:00,1002,SKU003,27,FreshSource
2026-06-02T05:30:00,1002,SKU004,32,Local Vendor
2026-06-02T05:30:00,1002,SKU005,20,Regional DC
2026-06-02T05:30:00,1002,SKU006,17,FreshSource
2026-06-02T05:30:00,1002,SKU007,22,Regional DC
2026-06-02T05:30:00,1002,SKU008,21,FreshSource
2026-06-02T05:30:00,1002,SKU009,19,FreshSource
2026-06-02T05:30:00,1002,SKU010,23,Local Vendor
2026-06-02T05:30:00,1002,SKU011,19,Regional DC
2026-06-02T05:30:00,1002,SKU012,19,FreshSource
2026-06-02T05:30:00,1002,SKU014,13,Regional DC
2026-06-02T05:30:00,1003,SKU001,89,FreshSource
2026-06-02T05:30:00,1003,SKU002,41,FreshSource
2026-06-02T05:30:00,1003,SKU003,33,FreshSource
2026-06-02T05:30:00,1003,SKU004,31,Regional DC
2026-06-02T05:30:00,1003,SKU005,27,Regional DC
2026-06-02T05:30:00,1003,SKU006,23,Local Vendor
2026-06-02T05:30:00,1003,SKU007,21,Regional DC
2026-06-02T05:30:00,1003,SKU008,15,FreshSource
2026-06-02T05:30:00,1003,SKU010,19,Regional DC
2026-06-02T05:30:00,1003,SKU013,19,FreshSource
2026-06-02T05:30:00,1003,SKU014,11,Local Vendor
2026-06-02T05:30:00,1003,SKU015,10,Regional DC
2026-06-03T05:30:00,1001,SKU001,91,Local Vendor
2026-06-03T05:30:00,1001,SKU002,42,Local Vendor
2026-06-03T05:30:00,1001,SKU003,29,Local Vendor
2026-06-03T05:30:00,1001,SKU004,27,Local Vendor
2026-06-03T05:30:00,1001,SKU005,20,FreshSource
2026-06-03T05:30:00,1001,SKU006,18,Regional DC
2026-06-03T05:30:00,1001,SKU007,24,Local Vendor
2026-06-03T05:30:00,1001,SKU008,23,Local Vendor
2026-06-03T05:30:00,1001,SKU009,17,FreshSource
2026-06-03T05:30:00,1001,SKU010,26,Regional DC
2026-06-03T05:30:00,1001,SKU011,16,Local Vendor
2026-06-03T05:30:00,1001,SKU012,14,Regional DC
2026-06-03T05:30:00,1001,SKU013,14,FreshSource
2026-06-03T05:30:00,1001,SKU015,12,Local Vendor
2026-06-03T05:30:00,1002,SKU001,92,Regional DC
2026-06-03T05:30:00,1002,SKU002,36,Local Vendor
2026-06-03T05:30:00,1002,SKU003,33,FreshSource
2026-06-03T05:30:00,1002,SKU004,29,Local Vendor
2026-06-03T05:30:00,1002,SKU005,29,FreshSource
2026-06-03T05:30:00,1002,SKU006,24,Regional DC
2026-06-03T05:30:00,1002,SKU007,20,Local Vendor
2026-06-03T05:30:00,1002,SKU008,22,Local Vendor
2026-06-03T05:30:00,1002,SKU010,17,Local Vendor
2026-06-03T05:30:00,1002,SKU011,18,Regional DC
2026-06-03T05:30:00,1002,SKU012,13,FreshSource
2026-06-03T05:30:00,1002,SKU015,9,Local Vendor
2026-06-03T05:30:00,1003,SKU001,86,Regional DC
2026-06-03T05:30:00,1003,SKU002,35,Local Vendor
2026-06-03T05:30:00,1003,SKU003,28,Regional DC
2026-06-03T05:30:00,1003,SKU004,26,Local Vendor
2026-06-03T05:30:00,1003,SKU005,28,FreshSource
