event_ts,store_id,store_name,item_id,item_name,category,department,quantity,unit_price,net_sales,promo_flag
2026-05-22T08:00:00,1002,Pembroke Pines,SKU005,Chicken Breast,meat,meat,3,8.49,25.47,false
2026-05-22T08:00:00,1002,Pembroke Pines,SKU006,Ground Beef,meat,meat,2,7.99,15.98,false
2026-05-22T08:00:00,1002,Pembroke Pines,SKU007,Italian Bread,bakery,bakery,1,3.99,3.99,false
2026-05-22T08:00:00,1002,Pembroke Pines,SKU009,Sparkling Water,beverages,grocery,2,4.94,9.88,true
2026-05-22T08:00:00,1002,Pembroke Pines,SKU010,Orange Juice,beverages,grocery,3,4.99,14.97,false
2026-05-22T08:00:00,1002,Pembroke Pines,SKU013,Peanut Butter,grocery,grocery,2,3.49,6.98,false
2026-05-22T08:00:00,1003,Davie,SKU001,Bananas,produce,produce,14,0.62,8.69,true
2026-05-22T08:00:00,1003,Davie,SKU002,Avocados,produce,produce,2,1.49,2.98,false
2026-05-22T08:00:00,1003,Davie,SKU003,Whole Milk,dairy,dairy,4,3.86,15.44,true
2026-05-22T08:00:00,1003,Davie,SKU004,Greek Yogurt,dairy,dairy,1,1.39,1.39,false
2026-05-22T08:00:00,1003,Davie,SKU005,Chicken Breast,meat,meat,3,8.49,25.47,false
2026-05-22T08:00:00,1003,Davie,SKU006,Ground Beef,meat,meat,1,7.99,7.99,false
2026-05-22T08:00:00,1003,Davie,SKU007,Italian Bread,bakery,bakery,4,3.99,15.96,false
2026-05-22T08:00:00,1003,Davie,SKU008,Croissants,bakery,bakery,1,4.99,4.99,false
2026-05-22T08:00:00,1003,Davie,SKU009,Sparkling Water,beverages,grocery,3,4.94,14.82,true
2026-05-22T08:00:00,1003,Davie,SKU011,Frozen Pizza,frozen,frozen,1,6.29,6.29,true
2026-05-22T08:00:00,1003,Davie,SKU012,Ice Cream,frozen,frozen,1,5.99,5.99,false
2026-05-22T08:00:00,1003,Davie,SKU013,Peanut Butter,grocery,grocery,2,3.49,6.98,false
2026-05-22T08:00:00,1003,Davie,SKU015,Paper Towels,household,grocery,1,12.99,12.99,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU001,Bananas,produce,produce,17,0.62,10.56,true
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU002,Avocados,produce,produce,5,1.49,7.45,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU003,Whole Milk,dairy,dairy,5,3.86,19.30,true
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU004,Greek Yogurt,dairy,dairy,2,1.39,2.78,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU005,Chicken Breast,meat,meat,2,8.49,16.98,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU007,Italian Bread,bakery,bakery,2,3.99,7.98,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU008,Croissants,bakery,bakery,1,4.99,4.99,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU009,Sparkling Water,beverages,grocery,4,4.94,19.76,true
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU010,Orange Juice,beverages,grocery,1,4.99,4.99,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU011,Frozen Pizza,frozen,frozen,2,6.29,12.58,true
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU014,Pasta,grocery,grocery,1,1.89,1.89,false
2026-05-22T09:00:00,1001,Fort Lauderdale East,SKU015,Paper Towels,household,grocery,1,12.99,12.99,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU001,Bananas,produce,produce,18,0.62,11.18,true
2026-05-22T09:00:00,1002,Pembroke Pines,SKU002,Avocados,produce,produce,3,1.49,4.47,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU003,Whole Milk,dairy,dairy,3,3.86,11.58,true
2026-05-22T09:00:00,1002,Pembroke Pines,SKU004,Greek Yogurt,dairy,dairy,2,1.39,2.78,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU005,Chicken Breast,meat,meat,2,8.49,16.98,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU006,Ground Beef,meat,meat,2,7.99,15.98,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU007,Italian Bread,bakery,bakery,1,3.99,3.99,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU008,Croissants,bakery,bakery,2,4.99,9.98,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU009,Sparkling Water,beverages,grocery,2,4.94,9.88,true
2026-05-22T09:00:00,1002,Pembroke Pines,SKU010,Orange Juice,beverages,grocery,2,4.99,9.98,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU011,Frozen Pizza,frozen,frozen,3,6.29,18.87,true
2026-05-22T09:00:00,1002,Pembroke Pines,SKU012,Ice Cream,frozen,frozen,1,5.99,5.99,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU013,Peanut Butter,grocery,grocery,1,3.49,3.49,false
2026-05-22T09:00:00,1002,Pembroke Pines,SKU014,Pasta,grocery,grocery,3,1.89,5.67,false
2026-05-22T09:00:00,1003,Davie,SKU001,Bananas,produce,produce,12,0.62,7.45,true
2026-05-22T09:00:00,1003,Davie,SKU002,Avocados,produce,produce,3,1.49,4.47,false
2026-05-22T09:00:00,1003,Davie,SKU003,Whole Milk,dairy,dairy,6,3.86,23.17,true
2026-05-22T09:00:00,1003,Davie,SKU004,Greek Yogurt,dairy,dairy,2,1.39,2.78,false
2026-05-22T09:00:00,1003,Davie,SKU005,Chicken Breast,meat,meat,2,8.49,16.98,false
2026-05-22T09:00:00,1003,Davie,SKU006,Ground Beef,meat,meat,3,7.99,23.97,false
2026-05-22T09:00:00,1003,Davie,SKU007,Italian Bread,bakery,bakery,1,3.99,3.99,false
2026-05-22T09:00:00,1003,Davie,SKU009,Sparkling Water,beverages,grocery,2,4.94,9.88,true
2026-05-22T09:00:00,1003,Davie,SKU010,Orange Juice,beverages,grocery,2,4.99,9.98,false
2026-05-22T09:00:00,1003,Davie,SKU011,Frozen Pizza,frozen,frozen,1,6.29,6.29,true
2026-05-22T09:00:00,1003,Davie,SKU012,Ice Cream,frozen,frozen,2,5.99,11.98,false
2026-05-22T09:00:00,1003,Davie,SKU013,Peanut Butter,grocery,grocery,1,3.49,3.49,false
2026-05-22T09:00:00,1003,Davie,SKU015,Paper Towels,household,grocery,1,12.99,12.99,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU001,Bananas,produce,produce,14,0.62,8.69,true
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU002,Avocados,produce,produce,2,1.49,2.98,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU003,Whole Milk,dairy,dairy,5,3.86,19.30,true
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU004,Greek Yogurt,dairy,dairy,2,1.39,2.78,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU005,Chicken Breast,meat,meat,1,8.49,8.49,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU006,Ground Beef,meat,meat,2,7.99,15.98,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU007,Italian Bread,bakery,bakery,2,3.99,7.98,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU008,Croissants,bakery,bakery,1,4.99,4.99,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU009,Sparkling Water,beverages,grocery,2,4.94,9.88,true
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU010,Orange Juice,beverages,grocery,2,4.99,9.98,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU011,Frozen Pizza,frozen,frozen,1,6.29,6.29,true
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU012,Ice Cream,frozen,frozen,1,5.99,5.99,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU013,Peanut Butter,grocery,grocery,1,3.49,3.49,false
2026-05-22T10:00:00,1001,Fort Lauderdale East,SKU014,Pasta,grocery,grocery,3,1.89,5.67,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU001,Bananas,produce,produce,16,0.62,9.94,true
2026-05-22T10:00:00,1002,Pembroke Pines,SKU002,Avocados,produce,produce,3,1.49,4.47,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU003,Whole Milk,dairy,dairy,4,3.86,15.44,true
2026-05-22T10:00:00,1002,Pembroke Pines,SKU004,Greek Yogurt,dairy,dairy,4,1.39,5.56,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU005,Chicken Breast,meat,meat,2,8.49,16.98,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU006,Ground Beef,meat,meat,4,7.99,31.96,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU007,Italian Bread,bakery,bakery,1,3.99,3.99,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU008,Croissants,bakery,bakery,1,4.99,4.99,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU009,Sparkling Water,beverages,grocery,1,4.94,4.94,true
2026-05-22T10:00:00,1002,Pembroke Pines,SKU010,Orange Juice,beverages,grocery,1,4.99,4.99,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU011,Frozen Pizza,frozen,frozen,1,6.29,6.29,true
2026-05-22T10:00:00,1002,Pembroke Pines,SKU012,Ice Cream,frozen,frozen,1,5.99,5.99,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU013,Peanut Butter,grocery,grocery,1,3.49,3.49,false
2026-05-22T10:00:00,1002,Pembroke Pines,SKU015,Paper Towels,household,grocery,2,12.99,25.98,false
2026-05-22T10:00:00,1003,Davie,SKU001,Bananas,produce,produce,13,0.62,8.07,true
2026-05-22T10:00:00,1003,Davie,SKU002,Avocados,produce,produce,5,1.49,7.45,false
2026-05-22T10:00:00,1003,Davie,SKU003,Whole Milk,dairy,dairy,3,3.86,11.58,true
2026-05-22T10:00:00,1003,Davie,SKU004,Greek Yogurt,dairy,dairy,2,1.39,2.78,false
2026-05-22T10:00:00,1003,Davie,SKU005,Chicken Breast,meat,meat,5,8.49,42.45,false
2026-05-22T10:00:00,1003,Davie,SKU006,Ground Beef,meat,meat,1,7.99,7.99,false
2026-05-22T10:00:00,1003,Davie,SKU009,Sparkling Water,beverages,grocery,2,4.94,9.88,true
2026-05-22T10:00:00,1003,Davie,SKU010,Orange Juice,beverages,grocery,2,4.99,9.98,false
2026-05-22T10:00:00,1003,Davie,SKU011,Frozen Pizza,frozen,frozen,3,6.29,18.87,true
2026-05-22T10:00:00,1003,Davie,SKU012,Ice Cream,frozen,frozen,1,5.99,5.99,false
2026-05-22T10:00:00,1003,Davie,SKU015,Paper Towels,household,grocery,1,12.99,12.99,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU001,Bananas,produce,produce,24,0.62,14.90,true
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU002,Avocados,produce,produce,2,1.49,2.98,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU003,Whole Milk,dairy,dairy,6,3.86,23.17,true
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU004,Greek Yogurt,dairy,dairy,5,1.39,6.95,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU005,Chicken Breast,meat,meat,5,8.49,42.45,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU006,Ground Beef,meat,meat,3,7.99,23.97,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU007,Italian Bread,bakery,bakery,3,3.99,11.97,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU008,Croissants,bakery,bakery,1,4.99,4.99,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU009,Sparkling Water,beverages,grocery,2,4.94,9.88,true
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU010,Orange Juice,beverages,grocery,2,4.99,9.98,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU011,Frozen Pizza,frozen,frozen,3,6.29,18.87,true
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU012,Ice Cream,frozen,frozen,2,5.99,11.98,false
2026-05-22T11:00:00,1001,Fort Lauderdale East,SKU013,Peanut Butter,grocery,grocery,1,3.49,3.49,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU001,Bananas,produce,produce,14,0.62,8.69,true
2026-05-22T11:00:00,1002,Pembroke Pines,SKU002,Avocados,produce,produce,6,1.49,8.94,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU003,Whole Milk,dairy,dairy,2,3.86,7.72,true
2026-05-22T11:00:00,1002,Pembroke Pines,SKU004,Greek Yogurt,dairy,dairy,3,1.39,4.17,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU005,Chicken Breast,meat,meat,3,8.49,25.47,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU006,Ground Beef,meat,meat,4,7.99,31.96,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU007,Italian Bread,bakery,bakery,3,3.99,11.97,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU008,Croissants,bakery,bakery,3,4.99,14.97,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU009,Sparkling Water,beverages,grocery,2,4.94,9.88,true
2026-05-22T11:00:00,1002,Pembroke Pines,SKU010,Orange Juice,beverages,grocery,1,4.99,4.99,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU011,Frozen Pizza,frozen,frozen,1,6.29,6.29,true
2026-05-22T11:00:00,1002,Pembroke Pines,SKU012,Ice Cream,frozen,frozen,3,5.99,17.97,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU013,Peanut Butter,grocery,grocery,2,3.49,6.98,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU014,Pasta,grocery,grocery,2,1.89,3.78,false
2026-05-22T11:00:00,1002,Pembroke Pines,SKU015,Paper Towels,household,grocery,4,12.99,51.96,false
2026-05-22T11:00:00,1003,Davie,SKU001,Bananas,produce,produce,19,0.62,11.80,true
2026-05-22T11:00:00,1003,Davie,SKU002,Avocados,produce,produce,6,1.49,8.94,false
2026-05-22T11:00:00,1003,Davie,SKU003,Whole Milk,dairy,dairy,6,3.86,23.17,true
2026-05-22T11:00:00,1003,Davie,SKU004,Greek Yogurt,dairy,dairy,3,1.39,4.17,false
2026-05-22T11:00:00,1003,Davie,SKU005,Chicken Breast,meat,meat,5,8.49,42.45,false
2026-05-22T11:00:00,1003,Davie,SKU006,Ground Beef,meat,meat,4,7.99,31.96,false
2026-05-22T11:00:00,1003,Davie,SKU007,Italian Bread,bakery,bakery,1,3.99,3.99,false
2026-05-22T11:00:00,1003,Davie,SKU008,Croissants,bakery,bakery,1,4.99,4.99,false
2026-05-22T11:00:00,1003,Davie,SKU009,Sparkling Water,beverages,grocery,3,4.94,14.82,true
2026-05-22T11:00:00,1003,Davie,SKU010,Orange Juice,beverages,grocery,3,4.99,14.97,false
2026-05-22T11:00:00,1003,Davie,SKU011,Frozen Pizza,frozen,frozen,1,6.29,6.29,true
2026-05-22T11:00:00,1003,Davie,SKU014,Pasta,grocery,grocery,1,1.89,1.89,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU001,Bananas,produce,produce,23,0.62,14.28,true
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU002,Avocados,produce,produce,4,1.49,5.96,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU003,Whole Milk,dairy,dairy,4,3.86,15.44,true
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU004,Greek Yogurt,dairy,dairy,1,1.39,1.39,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU005,Chicken Breast,meat,meat,4,8.49,33.96,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU006,Ground Beef,meat,meat,3,7.99,23.97,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU007,Italian Bread,bakery,bakery,4,3.99,15.96,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU008,Croissants,bakery,bakery,3,4.99,14.97,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU009,Sparkling Water,beverages,grocery,3,4.94,14.82,true
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU010,Orange Juice,beverages,grocery,4,4.99,19.96,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU011,Frozen Pizza,frozen,frozen,2,6.29,12.58,true
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU012,Ice Cream,frozen,frozen,1,5.99,5.99,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU013,Peanut Butter,grocery,grocery,1,3.49,3.49,false
2026-05-22T12:00:00,1001,Fort Lauderdale East,SKU014,Pasta,grocery,grocery,1,1.89,1.89,false
2026-05-22T12:00:00,1002,Pembroke Pines,SKU001,Bananas,produce,produce,20,0.62,12.42,true
2026-05-22T12:00:00,1002,Pembroke Pines,SKU002,Avocados,produce,produce,5,1.49,7.45,false
2026-05-22T12:00:00,1002,Pembroke Pines,SKU003,Whole Milk,dairy,dairy,5,3.86,19.30,true
2026-05-22T12:00:00,1002,Pembroke Pines,SKU004,Greek Yogurt,dairy,dairy,2,1.39,2.78,false
2026-05-22T12:00:00,1002,Pembroke Pines,SKU005,Chicken Breast,meat,meat,3,8.49,25.47,false
2026-05-22T12:00:00,1002,Pembroke Pines,SKU006,Ground Beef,meat,meat,4,7.99,31.96,false
